127.0.0.1, 2011-09-20 12:06:04, GET, /sonospy/default/index, HTTP/1.1, 200, 0.193628
192.168.1.105, 2011-09-20 12:14:51, GET, /sonospy/static/calendar.css, HTTP/1.1, 200, 0.003268
192.168.1.105, 2011-09-20 12:14:51, GET, /sonospy/static/calendar.js, HTTP/1.1, 200, 0.002206
192.168.1.105, 2011-09-20 12:14:51, GET, /sonospy/static/jquery-ui.css, HTTP/1.1, 200, 0.001455
192.168.1.105, 2011-09-20 12:14:51, GET, /sonospy/static/jquery.contextmenu.css, HTTP/1.1, 200, 0.002210
192.168.1.105, 2011-09-20 12:14:51, GET, /sonospy/static/sonoslayoutpc.css, HTTP/1.1, 200, 0.001312
192.168.1.105, 2011-09-20 12:14:51, GET, /sonospy/static/jquery-ui.sonos.css, HTTP/1.1, 200, 0.003435
192.168.1.105, 2011-09-20 12:14:51, GET, /sonospy/static/base.css, HTTP/1.1, 200, 0.001268
192.168.1.105, 2011-09-20 12:14:51, GET, /sonospy/static/ContentFlow/contentflow.css, HTTP/1.1, 200, 0.003377
192.168.1.105, 2011-09-20 12:14:51, GET, /sonospy/static/sonos.css, HTTP/1.1, 200, 0.003516
192.168.1.105, 2011-09-20 12:14:51, GET, /sonospy/static/jquery.sizes.js, HTTP/1.1, 200, 0.000801
192.168.1.105, 2011-09-20 12:14:51, GET, /sonospy/static/ContentFlow/mycontentflow.css, HTTP/1.1, 200, 0.003762
192.168.1.105, 2011-09-20 12:14:51, GET, /sonospy/static/jquery-ui.js, HTTP/1.1, 200, 0.002247
192.168.1.105, 2011-09-20 12:14:51, GET, /sonospy/static/jquery.contextmenu.js, HTTP/1.1, 200, 0.003824
192.168.1.105, 2011-09-20 12:14:51, GET, /sonospy/static/photogallery.js, HTTP/1.1, 200, 0.002109
192.168.1.105, 2011-09-20 12:14:51, GET, /sonospy/static/ContentFlow/ContentFlowAddOn_sonos.js, HTTP/1.1, 200, 0.000438
192.168.1.105, 2011-09-20 12:14:52, GET, /sonospy/static/jquery.js, HTTP/1.1, 200, 0.000403
192.168.1.105, 2011-09-20 12:14:52, GET, /sonospy/static/tjmute.png, HTTP/1.1, 200, 0.000764
192.168.1.105, 2011-09-20 12:14:52, GET, /sonospy/static/tjplay.png, HTTP/1.1, 200, 0.003583
192.168.1.105, 2011-09-20 12:14:52, GET, /sonospy/static/pw.png, HTTP/1.1, 200, 0.002567
192.168.1.105, 2011-09-20 12:14:52, GET, /sonospy/static/tjstop.png, HTTP/1.1, 200, 0.002504
192.168.1.105, 2011-09-20 12:14:52, GET, /sonospy/static/background.gif, HTTP/1.1, 200, 0.004337
192.168.1.105, 2011-09-20 12:14:52, GET, /sonospy/static/art/blank.gif, HTTP/1.1, 200, 0.004991
192.168.1.105, 2011-09-20 12:14:52, GET, /sonospy/static/tjprevious.png, HTTP/1.1, 200, 0.000414
192.168.1.105, 2011-09-20 12:14:52, GET, /sonospy/static/images/ui-bg_highlight-soft_100_deedf7_1x100.png, HTTP/1.1, 200, 0.001046
192.168.1.105, 2011-09-20 12:14:52, GET, /sonospy/static/tjnext.png, HTTP/1.1, 200, 0.003693
192.168.1.105, 2011-09-20 12:14:52, GET, /sonospy/static/images/ui-icons_72a7cf_256x240.png, HTTP/1.1, 200, 0.003205
192.168.1.105, 2011-09-20 12:14:52, GET, /sonospy/static/images/ui-bg_highlight-hard_100_f2f5f7_1x100.png, HTTP/1.1, 200, 0.002673
192.168.1.105, 2011-09-20 12:14:52, GET, /sonospy/static/images/ui-bg_glass_80_d7ebf9_1x400.png, HTTP/1.1, 200, 0.003428
192.168.1.105, 2011-09-20 12:14:52, GET, /favicon.ico, HTTP/1.1, 400, 0.000304
192.168.1.105, 2011-09-20 12:14:57, GET, /sonospy/static/tjstopo.png, HTTP/1.1, 200, 0.000528
192.168.1.70, 2011-09-20 12:15:25, GET, /sonospy/default/index, HTTP/1.1, 200, 0.055203
192.168.1.70, 2011-09-20 12:15:25, GET, /sonospy/static/jquery.js, HTTP/1.1, 304, 0.002658
192.168.1.70, 2011-09-20 12:15:25, GET, /sonospy/static/calendar.js, HTTP/1.1, 304, 0.002234
192.168.1.70, 2011-09-20 12:15:25, GET, /sonospy/static/jquery-ui.js, HTTP/1.1, 304, 0.001502
192.168.1.70, 2011-09-20 12:15:25, GET, /sonospy/static/ContentFlow/contentflow_src.js, HTTP/1.1, 304, 0.004837
192.168.1.70, 2011-09-20 12:15:25, GET, /sonospy/static/calendar.css, HTTP/1.1, 304, 0.002209
192.168.1.70, 2011-09-20 12:15:25, GET, /sonospy/static/jquery-ui.css, HTTP/1.1, 304, 0.004085
192.168.1.70, 2011-09-20 12:15:25, GET, /sonospy/static/jquery.contextmenu.css, HTTP/1.1, 304, 0.000726
192.168.1.70, 2011-09-20 12:15:25, GET, /sonospy/static/base.css, HTTP/1.1, 304, 0.001782
192.168.1.70, 2011-09-20 12:15:25, GET, /sonospy/static/jquery.contextmenu.js, HTTP/1.1, 304, 0.000610
192.168.1.70, 2011-09-20 12:15:25, GET, /sonospy/static/jquery.sizes.js, HTTP/1.1, 304, 0.001080
192.168.1.70, 2011-09-20 12:15:25, GET, /sonospy/static/photogallery.js, HTTP/1.1, 304, 0.001094
192.168.1.70, 2011-09-20 12:15:25, GET, /sonospy/static/jquery-ui.sonos.css, HTTP/1.1, 304, 0.002968
192.168.1.70, 2011-09-20 12:15:25, GET, /sonospy/static/ContentFlow/mycontentflow.css, HTTP/1.1, 304, 0.002064
192.168.1.70, 2011-09-20 12:15:25, GET, /sonospy/static/sonos.css, HTTP/1.1, 304, 0.003767
192.168.1.70, 2011-09-20 12:15:25, GET, /sonospy/static/sonoslayoutpc.css, HTTP/1.1, 304, 0.001007
192.168.1.70, 2011-09-20 12:15:25, GET, /sonospy/static/ContentFlow/ContentFlowAddOn_sonos.js, HTTP/1.1, 304, 0.002128
192.168.1.70, 2011-09-20 12:15:25, GET, /sonospy/static/ContentFlow/contentflow.css, HTTP/1.1, 304, 0.003453
192.168.1.70, 2011-09-20 12:15:25, GET, /sonospy/static/background.gif, HTTP/1.1, 304, 0.001303
192.168.1.70, 2011-09-20 12:15:25, GET, /sonospy/static/pw.png, HTTP/1.1, 304, 0.000758
192.168.1.70, 2011-09-20 12:15:25, GET, /sonospy/static/tjplay.png, HTTP/1.1, 304, 0.002721
192.168.1.70, 2011-09-20 12:15:25, GET, /sonospy/static/tjstop.png, HTTP/1.1, 304, 0.001195
192.168.1.70, 2011-09-20 12:15:25, GET, /sonospy/static/tjmute.png, HTTP/1.1, 304, 0.001704
192.168.1.70, 2011-09-20 12:15:25, GET, /sonospy/static/art/blank.gif, HTTP/1.1, 304, 0.002984
192.168.1.70, 2011-09-20 12:15:25, GET, /sonospy/static/images/ui-bg_glass_80_d7ebf9_1x400.png, HTTP/1.1, 304, 0.002583
192.168.1.70, 2011-09-20 12:15:25, GET, /sonospy/static/images/ui-bg_highlight-hard_100_f2f5f7_1x100.png, HTTP/1.1, 304, 0.002014
192.168.1.70, 2011-09-20 12:15:25, GET, /sonospy/static/tjprevious.png, HTTP/1.1, 304, 0.004490
192.168.1.70, 2011-09-20 12:15:25, GET, /sonospy/static/images/ui-bg_highlight-soft_100_deedf7_1x100.png, HTTP/1.1, 304, 0.000906
192.168.1.70, 2011-09-20 12:15:25, GET, /sonospy/static/tjnext.png, HTTP/1.1, 304, 0.002066
192.168.1.70, 2011-09-20 12:15:25, GET, /sonospy/static/images/ui-icons_72a7cf_256x240.png, HTTP/1.1, 304, 0.003550
192.168.1.70, 2011-09-20 12:15:25, GET, /favicon.ico, HTTP/1.1, 400, 0.000392
